,order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,cost_price,profit
589,O00589,2024-03-29,C0791,P0431,UNKNOWN,Online,2,39.3,0.2,62.88,21.12,20.64
590,O00590,2025-03-21,C0118,P1058,S011,In-Store,1,219.39,0.2,175.51,138.39,37.120000000000005
591,O00591,2023-06-02,C0600,P0661,S024,In-Store,2,104.14,0.0,208.28,58.34,91.6
592,O00592,2023-08-27,C0107,P0734,S000,In-Store,1,33.37,0.05,31.7,19.21,12.489999999999998
593,O00593,2024-02-03,C0342,P0689,S006,In-Store,1,46.7,0.05,44.37,27.05,17.319999999999997
594,O00594,2023-10-29,C0313,P0333,S011,In-Store,1,18.57,0.0,18.57,9.52,9.05
595,O00595,2025-01-16,C0631,P0934,S044,In-Store,3,285.28,0.2,684.67,152.76,226.39
596,O00596,2024-08-10,C0484,P0498,UNKNOWN,Online,1,35.81,0.1,32.23,19.73,12.499999999999996
597,O00597,2023-05-24,C0494,P0821,S059,In-Store,2,262.98,0.05,499.66,137.91,223.84000000000003
598,O00598,2024-02-08,C0519,P0220,S049,In-Store,1,172.92,0.1,155.63,122.08,33.55
599,O00599,2023-04-11,C0410,P0770,UNKNOWN,Online,2,221.83,0.05,421.48,110.98,199.52
600,O00600,2023-11-26,C0611,P1073,UNKNOWN,Online,2,14.14,0.05,26.87,7.31,12.250000000000002
601,O00601,2023-10-01,C0341,P0110,S019,In-Store,3,280.19,0.05,798.54,170.81,286.1099999999999
602,O00602,2024-12-20,C0469,P0810,UNKNOWN,Online,1,235.44,0.0,235.44,143.76,91.68
603,O00603,2023-06-10,C0205,P0352,S005,In-Store,2,289.95,0.05,550.9,191.55,167.79999999999995
604,O00604,2023-06-21,C0208,P0894,UNKNOWN,Online,2,243.1,0.05,461.89,156.3,149.28999999999996
605,O00605,2024-09-20,C0568,P0766,UNKNOWN,Online,3,103.05,0.05,293.69,74.95,68.83999999999997
606,O00606,2023-06-16,C0482,P1126,S044,In-Store,1,29.09,0.05,27.64,25.36,2.280000000000001
607,O00607,2024-11-27,C0684,P0770,S045,In-Store,2,221.83,0.05,421.48,110.98,199.52
608,O00608,2024-02-13,C0098,P0793,UNKNOWN,Online,1,273.34,0.05,259.67,166.17,93.50000000000003
609,O00609,2023-07-30,C0334,P0579,S046,In-Store,1,137.64,0.2,110.11,74.19,35.92
610,O00610,2025-02-08,C0546,P0146,UNKNOWN,In-Store,2,297.56,0.0,595.12,199.4,196.32
611,O00611,2024-09-01,C0623,P0364,S023,In-Store,2,125.52,0.1,225.94,98.1,29.74000000000001
612,O00612,2025-03-03,C0001,P0815,S041,In-Store,1,186.83,0.05,177.49,105.96,71.53000000000002
613,O00613,2023-06-15,C0192,P0090,UNKNOWN,Online,2,242.17,0.2,387.47,154.33,78.81
614,O00614,2023-06-25,C0393,P0368,S018,In-Store,3,103.79,0.1,280.23,63.19,90.66000000000003
615,O00615,2024-08-14,C0492,P0071,UNKNOWN,Online,2,171.21,0.2,273.94,121.33,31.28
616,O00616,2025-04-08,C0407,P1059,S029,In-Store,2,121.32,0.0,242.64,109.33,23.97999999999999
617,O00617,2024-04-25,C0750,P0207,S025,In-Store,1,176.19,0.0,176.19,97.87,78.32
618,O00618,2023-05-31,C0131,P1176,S043,In-Store,1,50.72,0.2,40.58,43.16,-2.5799999999999983
619,O00619,2023-11-28,C0669,P0822,S003,In-Store,2,79.83,0.1,143.69,55.27,33.14999999999999
620,O00620,2024-04-22,C0759,P0237,S051,In-Store,2,280.12,0.2,448.19,173.11,101.96999999999997
621,O00621,2023-08-09,C0799,P0969,S054,In-Store,3,171.98,0.1,464.35,90.71,192.22000000000003
622,O00622,2024-09-20,C0183,P0868,S024,In-Store,1,207.53,0.0,207.53,131.45,76.08000000000001
623,O00623,2023-09-02,C0345,P0047,UNKNOWN,Online,1,141.0,0.2,112.8,86.75,26.049999999999997
624,O00624,2023-12-09,C0475,P0576,UNKNOWN,Online,1,323.53,0.2,258.82,179.67,79.15
625,O00625,2023-07-26,C0051,P0756,UNKNOWN,Online,1,338.92,0.1,305.03,181.6,123.42999999999998
626,O00626,2023-12-21,C0785,P0048,S011,In-Store,2,187.5,0.1,337.5,135.6,66.30000000000001
627,O00627,2025-03-01,C0017,P0914,S040,In-Store,1,254.74,0.0,254.74,196.96,57.78
628,O00628,2023-09-29,C0365,P0074,S025,In-Store,2,31.65,0.05,60.13,18.64,22.85
629,O00629,2024-03-13,C0547,P0193,UNKNOWN,Online,1,62.96,0.05,59.81,32.26,27.550000000000004
630,O00630,2024-03-26,C0441,P0562,S029,In-Store,2,274.7,0.05,521.93,171.65,178.62999999999994
631,O00631,2024-10-09,C0750,P1072,S002,In-Store,1,200.65,0.0,200.65,138.28,62.370000000000005
632,O00632,2023-06-08,C0039,P0300,S046,In-Store,2,138.12,0.0,276.24,75.85,124.54000000000002
633,O00633,2024-10-04,C0742,P0161,S040,In-Store,1,351.88,0.1,316.69,186.91,129.78
634,O00634,2025-03-06,C0022,P0376,S016,In-Store,1,79.72,0.0,79.72,56.0,23.72
635,O00635,2025-02-18,C0443,P0238,S036,In-Store,1,30.72,0.1,27.65,27.46,0.18999999999999773
636,O00636,2025-03-01,C0630,P1052,S050,In-Store,3,190.93,0.05,544.15,126.53,164.55999999999995
637,O00637,2024-09-28,C0050,P0766,S013,In-Store,2,103.05,0.2,164.88,74.95,14.97999999999999
638,O00638,2025-01-03,C0705,P0380,UNKNOWN,Online,2,278.15,0.0,556.3,152.68,250.93999999999994
639,O00639,2025-01-05,C0185,P0583,UNKNOWN,Online,3,13.6,0.2,32.64,8.89,5.969999999999999
640,O00640,2023-08-26,C0179,P0848,S017,In-Store,1,198.54,0.1,178.69,170.54,8.150000000000006
641,O00641,2025-03-26,C0572,P0651,UNKNOWN,Online,3,315.36,0.05,898.78,169.86,389.19999999999993
642,O00642,2025-03-04,C0332,P0452,UNKNOWN,Online,2,225.95,0.1,406.71,161.79,83.13
643,O00643,2025-01-29,C0623,P0943,S040,In-Store,1,181.12,0.1,163.01,104.17,58.83999999999999
644,O00644,2024-09-08,C0487,P1142,UNKNOWN,Online,3,42.19,0.1,113.91,30.88,21.269999999999996
645,O00645,2023-04-28,C0455,P0310,S047,In-Store,1,152.81,0.2,122.25,112.25,10.0
646,O00646,2024-06-19,C0714,P0348,S016,In-Store,1,21.8,0.2,17.44,11.16,6.280000000000001
647,O00647,2025-02-14,C0585,P0160,S035,In-Store,1,141.43,0.1,127.29,92.08,35.21000000000001
648,O00648,2023-12-16,C0765,P1084,S018,In-Store,1,249.42,0.1,224.48,184.93,39.54999999999998
649,O00649,2023-08-28,C0478,P0060,UNKNOWN,Online,1,146.26,0.05,138.95,118.59,20.359999999999985
650,O00650,2023-05-03,C0578,P0883,S048,In-Store,3,76.04,0.0,228.12,51.01,75.09
651,O00651,2023-08-03,C0290,P1139,S015,In-Store,1,222.83,0.2,178.26,196.14,-17.879999999999995
652,O00652,2024-03-07,C0134,P0775,S054,In-Store,2,22.99,0.0,45.98,12.88,20.219999999999995
653,O00653,2024-09-07,C0223,P0432,S036,In-Store,1,95.18,0.1,85.66,49.8,35.86
654,O00654,2023-11-12,C0162,P0821,S022,In-Store,1,262.98,0.05,249.83,137.91,111.92000000000002
655,O00655,2024-02-23,C0613,P0571,S023,In-Store,2,206.5,0.0,413.0,124.75,163.5
656,O00656,2024-08-20,C0703,P0650,S034,In-Store,1,190.7,0.2,152.56,146.68,5.8799999999999955
657,O00657,2023-05-04,C0413,P1013,S018,In-Store,1,325.64,0.2,260.51,185.11,75.39999999999998
658,O00658,2025-04-10,C0181,P0819,UNKNOWN,Online,1,85.93,0.1,77.34,71.29,6.049999999999997
659,O00659,2024-11-23,C0671,P0352,S006,In-Store,3,289.95,0.2,695.88,191.55,121.2299999999999
660,O00660,2023-11-21,C0428,P0856,S040,In-Store,2,72.18,0.0,144.36,53.24,37.88000000000001
661,O00661,2023-10-31,C0141,P1030,S038,In-Store,2,115.95,0.2,185.52,100.06,-14.599999999999994
662,O00662,2025-01-05,C0332,P0511,UNKNOWN,Online,3,189.31,0.2,454.34,120.77,92.02999999999997
663,O00663,2024-03-14,C0379,P0046,S056,In-Store,1,53.96,0.2,43.17,28.38,14.790000000000003
664,O00664,2024-07-25,C0197,P0330,S046,In-Store,2,355.55,0.05,675.54,189.35,296.84
665,O00665,2024-02-23,C0729,P0409,S018,In-Store,2,263.72,0.0,527.44,161.91,203.62000000000006
666,O00666,2024-09-09,C0211,P1182,S015,In-Store,2,275.08,0.2,440.13,167.92,104.29000000000002
667,O00667,2024-11-26,C0515,P0362,S032,In-Store,3,149.41,0.0,448.23,85.59,191.46000000000004
668,O00668,2024-05-22,C0339,P0326,UNKNOWN,Online,20,134.39,0.0,2687.8,95.57,776.4000000000003
669,O00669,2024-03-07,C0033,P0832,S030,In-Store,2,149.77,0.2,239.63,102.98,33.66999999999999
670,O00670,2024-11-19,C0427,P0532,UNKNOWN,In-Store,1,49.14,0.0,49.14,28.29,20.85
671,O00671,2023-04-28,C0621,P1093,S028,In-Store,1,143.78,0.2,115.02,98.24,16.78
672,O00672,2023-08-12,C0061,P0599,S053,In-Store,1,131.38,0.0,131.38,67.15,64.22999999999999
673,O00673,2025-03-27,C0733,P1047,S028,In-Store,2,126.31,0.2,202.1,79.41,43.28
674,O00674,2023-12-10,C0106,P0298,S048,In-Store,1,24.97,0.0,24.97,13.26,11.709999999999999
675,O00675,2024-12-17,C0375,P0845,S009,In-Store,4,265.78,0.05,1009.96,195.98,226.04000000000008
676,O00676,2024-05-18,C0215,P0541,UNKNOWN,Online,3,102.78,0.0,308.34,53.41,148.10999999999999
677,O00677,2023-08-15,C0726,P1006,S048,In-Store,2,262.46,0.1,472.43,194.07,84.29000000000002
678,O00678,2023-08-04,C0705,P0910,S028,In-Store,2,231.06,0.1,415.91,166.1,83.71000000000004
679,O00679,2024-10-02,C0608,P0073,S009,In-Store,1,10.3,0.1,9.27,5.33,3.9399999999999995
680,O00680,2024-09-27,C0379,P1154,S018,In-Store,1,111.2,0.1,100.08,72.32,27.760000000000005
681,O00681,2023-05-28,C0162,P1162,S030,In-Store,2,199.19,0.2,318.7,117.85,83.0
682,O00682,2024-12-03,C0158,P0263,UNKNOWN,Online,2,291.33,0.1,524.39,175.9,172.58999999999997
683,O00683,2024-03-24,C0263,P0466,UNKNOWN,Online,1,135.41,0.05,128.64,99.14,29.499999999999986
684,O00684,2024-10-03,C0151,P1196,UNKNOWN,Online,2,103.64,0.1,186.55,61.87,62.81000000000002
685,O00685,2023-06-26,C0763,P1058,S039,In-Store,1,219.39,0.05,208.42,138.39,70.03
686,O00686,2023-12-29,C0659,P0319,S032,In-Store,1,225.29,0.1,202.76,169.96,32.79999999999998
687,O00687,2024-02-19,C0387,P0993,S055,In-Store,1,170.79,0.2,136.63,99.31,37.31999999999999
688,O00688,2023-08-22,C0388,P0029,S004,In-Store,1,37.24,0.1,33.52,28.6,4.920000000000002
689,O00689,2024-03-31,C0211,P0459,UNKNOWN,Online,3,44.11,0.0,132.33,32.14,35.91000000000001
690,O00690,2024-03-04,C0365,P1021,S058,In-Store,2,176.65,0.0,353.3,110.79,131.72
691,O00691,2023-10-29,C0596,P1073,S047,In-Store,1,14.14,0.05,13.43,7.31,6.12
692,O00692,2024-11-28,C0033,P0816,S017,In-Store,2,235.03,0.1,423.05,146.6,129.85000000000002
693,O00693,2023-05-08,C0277,P1133,UNKNOWN,In-Store,1,53.96,0.0,53.96,44.43,9.530000000000001
694,O00694,2025-02-19,C0057,P0914,S015,In-Store,3,254.74,0.05,726.01,196.96,135.13
695,O00695,2023-05-07,C0757,P0374,S041,In-Store,1,190.53,0.05,181.0,98.1,82.9
696,O00696,2023-12-20,C0734,P0934,UNKNOWN,Online,1,285.28,0.1,256.75,152.76,103.99000000000001
697,O00697,2024-10-26,C0093,P0389,S058,In-Store,3,277.24,0.0,831.72,154.95,366.87000000000006
698,O00698,2024-05-04,C0135,P1070,S013,In-Store,1,20.86,0.05,19.82,15.59,4.23
699,O00699,2024-10-13,C0779,P1190,S006,In-Store,1,305.51,0.0,305.51,181.82,123.69
700,O00700,2024-09-26,C0649,P0149,UNKNOWN,Online,1,29.42,0.0,29.42,22.17,7.25
701,O00701,2023-05-20,C0487,P0404,UNKNOWN,Online,3,233.86,0.05,666.5,170.62,154.64
702,O00702,2023-06-28,C0307,P1165,UNKNOWN,Online,1,111.55,0.2,89.24,73.86,15.379999999999995
703,O00703,2023-11-09,C0114,P0906,S012,In-Store,1,269.33,0.2,215.46,150.49,64.97
704,O00704,2023-11-20,C0257,P0833,S031,In-Store,1,213.73,0.05,203.04,141.16,61.879999999999995
705,O00705,2023-12-28,C0494,P1053,UNKNOWN,Online,2,94.13,0.1,169.43,74.28,20.870000000000005
706,O00706,2024-12-21,C0544,P0509,S043,In-Store,3,222.66,0.1,601.18,126.99,220.20999999999998
707,O00707,2024-04-21,C0114,P0373,S020,In-Store,1,124.26,0.2,99.41,105.48,-6.070000000000007
708,O00708,2024-03-22,C0183,P0134,S043,In-Store,1,249.13,0.1,224.22,182.16,42.06
709,O00709,2023-09-12,C0453,P0701,S034,In-Store,3,94.74,0.05,270.01,83.67,19.0
710,O00710,2025-01-12,C0111,P0474,UNKNOWN,Online,1,140.16,0.1,126.14,80.82,45.32000000000001
711,O00711,2023-05-08,C0543,P0966,UNKNOWN,Online,1,159.24,0.1,143.32,81.86,61.459999999999994
712,O00712,2023-10-04,C0215,P1169,S020,In-Store,2,50.9,0.05,96.71,33.85,29.00999999999999
713,O00713,2024-10-12,C0405,P0351,S039,In-Store,2,170.33,0.05,323.63,106.14,111.35
714,O00714,2023-05-25,C0528,P0970,S050,In-Store,1,144.34,0.2,115.47,87.38,28.090000000000003
715,O00715,2023-05-05,C0275,P0468,S030,In-Store,2,146.22,0.1,263.2,97.85,67.5
716,O00716,2023-05-01,C0313,P0683,S053,In-Store,1,27.06,0.1,24.35,14.77,9.580000000000002
717,O00717,2024-05-05,C0435,P1153,S026,In-Store,1,152.8,0.0,152.8,103.2,49.60000000000001
718,O00718,2023-08-10,C0413,P0113,S022,In-Store,2,238.0,0.05,452.2,128.94,194.32
719,O00719,2024-08-03,C0785,P0561,UNKNOWN,Online,1,182.85,0.05,173.71,137.05,36.66
720,O00720,2024-10-31,C0733,P0524,UNKNOWN,Online,2,301.16,0.1,542.09,153.73,234.63000000000005
721,O00721,2023-06-14,C0437,P0783,S035,In-Store,2,59.11,0.05,112.31,41.45,29.409999999999997
722,O00722,2024-02-16,C0632,P1030,S017,In-Store,1,115.95,0.0,115.95,100.06,15.89
723,O00723,2024-10-08,C0164,P0666,S017,In-Store,2,78.53,0.2,125.65,65.86,-6.069999999999993
724,O00724,2023-07-26,C0047,P0798,S058,In-Store,1,97.75,0.2,78.2,54.63,23.57
725,O00725,2024-07-18,C0621,P0410,S006,In-Store,1,244.31,0.0,244.31,174.55,69.75999999999999
726,O00726,2023-06-20,C0282,P1101,S059,In-Store,2,27.41,0.1,49.34,17.28,14.780000000000001
727,O00727,2024-08-06,C0137,P0151,S049,In-Store,2,176.17,0.2,281.87,106.1,69.67000000000002
728,O00728,2023-10-10,C0154,P0595,UNKNOWN,Online,1,277.06,0.05,263.21,158.47,104.73999999999998
729,O00729,2024-11-11,C0448,P0502,S034,In-Store,2,256.28,0.1,461.3,165.85,129.60000000000002
730,O00730,2024-06-27,C0298,P0044,UNKNOWN,Online,2,22.6,0.0,45.2,14.78,15.640000000000004
731,O00731,2024-04-12,C0716,P0642,S023,In-Store,1,258.83,0.2,207.06,171.06,36.0
732,O00732,2023-08-21,C0219,P0377,S014,In-Store,3,119.09,0.2,285.82,95.75,-1.4300000000000068
733,O00733,2023-06-07,C0203,P0530,UNKNOWN,Online,1,274.32,0.0,274.32,147.34,126.97999999999999
734,O00734,2023-09-05,C0657,P0841,S051,In-Store,2,101.01,0.2,161.62,53.94,53.74000000000001
735,O00735,2023-06-03,C0541,P0123,S032,In-Store,3,159.16,0.1,429.73,112.93,90.94
736,O00736,2024-01-17,C0447,P0065,S055,In-Store,1,103.15,0.1,92.84,57.03,35.81
737,O00737,2024-06-04,C0503,P0578,S040,In-Store,1,178.32,0.0,178.32,133.09,45.22999999999999
738,O00738,2024-11-09,C0578,P0188,S049,In-Store,1,302.59,0.0,302.59,172.73,129.85999999999999
739,O00739,2024-07-01,C0525,P0179,S029,In-Store,1,82.77,0.05,78.63,51.26,27.369999999999997
740,O00740,2024-06-17,C0785,P0882,S029,In-Store,3,165.62,0.2,397.49,129.51,8.960000000000036
741,O00741,2024-06-05,C0756,P0311,S004,In-Store,1,248.9,0.05,236.45,159.77,76.67999999999998
742,O00742,2023-06-16,C0347,P0929,S044,In-Store,1,34.13,0.2,27.3,18.97,8.330000000000002
743,O00743,2025-03-07,C0411,P1177,UNKNOWN,Online,2,59.49,0.2,95.18,42.92,9.340000000000003
744,O00744,2025-02-06,C0230,P0660,S016,In-Store,1,161.23,0.05,153.17,128.05,25.119999999999976
745,O00745,2025-02-08,C0786,P0668,S041,In-Store,1,153.87,0.05,146.18,89.56,56.620000000000005
746,O00746,2024-08-14,C0588,P0726,S045,In-Store,2,268.98,0.05,511.06,185.66,139.74
747,O00747,2024-03-22,C0151,P0422,S006,In-Store,1,221.49,0.0,221.49,169.3,52.19
748,O00748,2023-12-30,C0040,P0260,S004,In-Store,1,116.29,0.1,104.66,104.16,0.5
749,O00749,2023-08-03,C0235,P0427,UNKNOWN,Online,1,219.82,0.05,208.83,163.97,44.860000000000014
750,O00750,2025-02-05,C0277,P0477,S013,In-Store,1,202.25,0.1,182.03,124.21,57.82000000000001
751,O00751,2024-04-04,C0450,P0252,S024,In-Store,2,231.15,0.0,462.3,196.57,69.16000000000003
752,O00752,2024-10-18,C0761,P0427,S028,In-Store,3,219.82,0.2,527.57,163.97,35.66000000000008
753,O00753,2024-10-15,C0210,P0779,S007,In-Store,2,113.02,0.0,226.04,78.45,69.13999999999999
754,O00754,2024-10-01,C0518,P1184,S007,In-Store,2,32.67,0.05,62.07,22.25,17.57
755,O00755,2024-02-07,C0123,P1001,S022,In-Store,2,125.39,0.1,225.7,71.57,82.56
756,O00756,2024-09-25,C0215,P0185,S023,In-Store,1,189.67,0.2,151.74,150.76,0.9800000000000182
757,O00757,2024-06-25,C0114,P0935,UNKNOWN,Online,3,367.55,0.2,882.12,190.04,312.0
758,O00758,2023-07-06,C0409,P0204,S017,In-Store,2,200.67,0.1,361.21,110.34,140.52999999999997
759,O00759,2024-08-31,C0444,P0615,UNKNOWN,Online,3,92.09,0.0,276.27,63.28,86.42999999999998
760,O00760,2023-05-06,C0399,P0965,UNKNOWN,Online,1,264.41,0.1,237.97,178.08,59.889999999999986
761,O00761,2023-05-12,C0331,P0092,UNKNOWN,Online,3,210.05,0.05,598.64,179.14,61.22000000000003
762,O00762,2024-08-23,C0009,P0262,S008,In-Store,2,48.1,0.2,76.96,35.21,6.539999999999992
763,O00763,2024-03-18,C0062,P0498,S055,In-Store,2,35.81,0.1,64.46,19.73,24.999999999999993
764,O00764,2023-09-23,C0424,P0322,S011,In-Store,2,40.71,0.05,77.35,20.84,35.669999999999995
765,O00765,2023-05-13,C0684,P0371,S059,In-Store,1,229.56,0.0,229.56,131.42,98.14000000000001
766,O00766,2024-03-26,C0030,P1018,UNKNOWN,Online,3,167.01,0.2,400.82,129.58,12.079999999999984
767,O00767,2024-04-22,C0271,P0657,UNKNOWN,Online,2,29.04,0.0,58.08,15.54,27.0
768,O00768,2023-09-11,C0481,P0070,S009,In-Store,1,235.0,0.2,188.0,176.02,11.97999999999999
769,O00769,2023-10-27,C0386,P1075,UNKNOWN,Online,1,285.01,0.0,285.01,191.46,93.54999999999998
770,O00770,2023-06-14,C0228,P0188,S004,In-Store,1,302.59,0.0,302.59,172.73,129.85999999999999
771,O00771,2024-02-15,C0475,P0850,S034,In-Store,2,321.09,0.2,513.74,178.1,157.54000000000002
772,O00772,2025-03-12,C0617,P0001,S030,In-Store,1,13.26,0.1,11.93,11.2,0.7300000000000004
773,O00773,2024-11-17,C0672,P1105,S039,In-Store,3,14.96,0.0,44.88,12.19,8.310000000000002
774,O00774,2025-02-16,C0766,P1169,UNKNOWN,Online,1,50.9,0.05,48.35,33.85,14.5
775,O00775,2024-10-08,C0146,P0461,S047,In-Store,2,201.11,0.0,402.22,111.01,180.20000000000002
776,O00776,2024-09-04,C0289,P0215,UNKNOWN,Online,1,203.42,0.1,183.08,147.27,35.81
777,O00777,2025-03-21,C0675,P0616,S029,In-Store,2,285.94,0.1,514.69,190.1,134.49000000000007
778,O00778,2024-01-31,C0134,P0671,S042,In-Store,1,50.49,0.05,47.97,29.02,18.95
779,O00779,2023-10-16,C0035,P0788,S050,In-Store,2,154.9,0.05,294.31,105.74,82.83000000000001
780,O00780,2024-03-20,C0014,P0292,S053,In-Store,1,106.04,0.05,100.74,58.28,42.459999999999994
781,O00781,2023-10-15,C0330,P0023,S030,In-Store,3,97.03,0.1,261.98,77.91,28.25000000000003
782,O00782,2024-01-07,C0591,P0830,S013,In-Store,3,200.01,0.2,480.02,100.71,177.89
783,O00783,2024-11-11,C0558,P0900,UNKNOWN,Online,2,18.92,0.1,34.06,14.57,4.920000000000002
784,O00784,2024-04-04,C0526,P0690,S057,In-Store,1,140.54,0.05,133.51,86.13,47.379999999999995
785,O00785,2025-03-29,C0499,P1124,S006,In-Store,2,67.07,0.1,120.73,39.38,41.97
786,O00786,2024-04-09,C0269,P0129,S027,In-Store,1,27.78,0.0,27.78,25.0,2.780000000000001
787,O00787,2024-02-25,C0129,P0193,UNKNOWN,Online,2,62.96,0.2,100.74,32.26,36.22
788,O00788,2023-07-11,C0123,P1127,S008,In-Store,3,119.95,0.1,323.87,99.59,25.100000000000023
789,O00789,2025-01-28,C0446,P1133,S005,In-Store,3,53.96,0.05,153.79,44.43,20.5
790,O00790,2025-01-20,C0523,P0399,UNKNOWN,Online,1,64.47,0.05,61.25,32.33,28.92
791,O00791,2024-10-27,C0203,P0724,S049,In-Store,2,171.56,0.05,325.96,151.95,22.060000000000002
792,O00792,2023-10-13,C0543,P1075,UNKNOWN,Online,1,285.01,0.1,256.51,191.46,65.04999999999998
793,O00793,2025-03-26,C0710,P1087,UNKNOWN,Online,2,36.72,0.05,69.77,18.53,32.709999999999994
794,O00794,2023-10-07,C0169,P0463,S048,In-Store,2,192.98,0.05,366.66,114.83,137.00000000000003
795,O00795,2023-07-12,C0624,P0868,S017,In-Store,1,207.53,0.0,207.53,131.45,76.08000000000001
796,O00796,2023-12-30,C0410,P0607,S033,In-Store,1,12.56,0.2,10.05,10.02,0.030000000000001137
797,O00797,2025-03-27,C0479,P0659,UNKNOWN,Online,10,218.6,0.1,1967.4,173.17,235.70000000000027
798,O00798,2024-05-08,C0257,P1138,S013,In-Store,1,111.59,0.0,111.59,68.82,42.77000000000001
799,O00799,2023-11-01,C0420,P0287,UNKNOWN,Online,1,300.41,0.05,285.39,196.26,89.13
800,O00800,2024-10-29,C0248,P0801,S041,In-Store,2,38.24,0.2,61.18,25.78,9.619999999999997
801,O00801,2023-10-04,C0198,P0509,S004,In-Store,2,222.66,0.05,423.05,126.99,169.07000000000002
802,O00802,2024-09-18,C0282,P0287,S007,In-Store,1,300.41,0.05,285.39,196.26,89.13
803,O00803,2023-06-18,C0145,P0564,S000,In-Store,1,331.22,0.0,331.22,166.92,164.30000000000004
804,O00804,2023-05-22,C0536,P0210,S038,In-Store,3,193.02,0.2,463.25,100.6,161.45000000000005
805,O00805,2023-12-17,C0448,P0611,S034,In-Store,3,121.34,0.2,291.22,90.75,18.970000000000027
806,O00806,2024-04-28,C0772,P0699,S017,In-Store,1,30.55,0.0,30.55,20.37,10.18
807,O00807,2023-10-06,C0261,P0231,S027,In-Store,1,103.03,0.05,97.88,60.23,37.65
808,O00808,2024-02-12,C0708,P0997,S014,In-Store,2,173.8,0.0,347.6,95.65,156.3
809,O00809,2025-01-06,C0749,P0742,UNKNOWN,Online,1,237.5,0.2,190.0,189.9,0.09999999999999432
810,O00810,2025-01-26,C0442,P0863,UNKNOWN,Online,1,109.7,0.0,109.7,72.06,37.64
811,O00811,2024-05-16,C0286,P0564,S040,In-Store,2,331.22,0.1,596.2,166.92,262.36000000000007
812,O00812,2024-06-02,C0257,P0730,UNKNOWN,Online,1,179.11,0.0,179.11,148.34,30.77000000000001
813,O00813,2024-07-12,C0497,P0497,S014,In-Store,3,54.61,0.2,131.06,32.72,32.900000000000006
814,O00814,2023-07-26,C0106,P0999,S053,In-Store,2,185.46,0.2,296.74,139.55,17.639999999999986
815,O00815,2023-08-25,C0683,P0783,UNKNOWN,Online,1,59.11,0.0,59.11,41.45,17.659999999999997
816,O00816,2023-06-27,C0059,P0201,S007,In-Store,1,63.7,0.05,60.52,52.5,8.020000000000003
817,O00817,2024-12-09,C0688,P0863,S045,In-Store,1,109.7,0.0,109.7,72.06,37.64
818,O00818,2024-08-24,C0373,P0901,S036,In-Store,1,257.18,0.0,257.18,132.87,124.31
819,O00819,2023-05-04,C0643,P0884,S001,In-Store,3,173.32,0.05,493.96,119.02,136.89999999999998
820,O00820,2023-05-19,C0024,P0673,UNKNOWN,Online,2,17.35,0.2,27.76,14.41,-1.0599999999999987
821,O00821,2023-12-28,C0746,P0935,S016,In-Store,2,367.55,0.1,661.59,190.04,281.51000000000005
822,O00822,2023-09-16,C0352,P0721,S015,In-Store,2,255.39,0.1,459.7,162.62,134.45999999999998
823,O00823,2023-10-16,C0048,P0664,S040,In-Store,1,191.74,0.1,172.57,109.09,63.47999999999999
824,O00824,2024-07-27,C0164,P0428,S055,In-Store,2,290.61,0.1,523.1,192.06,138.98000000000002
825,O00825,2024-07-22,C0771,P0713,S011,In-Store,1,175.75,0.2,140.6,139.9,0.6999999999999886
826,O00826,2025-03-18,C0341,P0720,S047,In-Store,2,246.29,0.05,467.95,153.35,161.25
827,O00827,2023-06-03,C0313,P0207,S005,In-Store,1,176.19,0.2,140.95,97.87,43.079999999999984
828,O00828,2024-06-06,C0509,P0381,S012,In-Store,1,169.3,0.1,152.37,107.47,44.900000000000006
829,O00829,2023-09-06,C0497,P0718,S028,In-Store,1,73.4,0.1,66.06,44.17,21.89
830,O00830,2024-07-04,C0172,P0661,UNKNOWN,Online,2,104.14,0.05,197.87,58.34,81.19
831,O00831,2023-09-02,C0518,P1147,UNKNOWN,Online,2,262.37,0.05,498.5,151.81,194.88
832,O00832,2025-01-02,C0712,P0155,UNKNOWN,Online,1,114.52,0.0,114.52,94.98,19.539999999999992
833,O00833,2025-01-19,C0679,P0828,S009,In-Store,1,33.22,0.1,29.9,28.38,1.5199999999999996
834,O00834,2023-08-09,C0406,P0272,S006,In-Store,1,43.92,0.1,39.53,22.88,16.650000000000002
835,O00835,2023-09-03,C0084,P0663,S028,In-Store,1,164.71,0.0,164.71,83.66,81.05000000000001
836,O00836,2025-02-27,C0158,P0560,UNKNOWN,Online,2,59.02,0.05,112.14,33.92,44.3
837,O00837,2023-09-22,C0224,P0502,S028,In-Store,1,256.28,0.05,243.47,165.85,77.62
838,O00838,2024-04-11,C0303,P0499,S054,In-Store,1,265.43,0.2,212.34,140.47,71.87
839,O00839,2023-10-27,C0424,P1139,S036,In-Store,1,222.83,0.05,211.69,196.14,15.550000000000011
840,O00840,2024-06-08,C0531,P1189,S036,In-Store,1,252.18,0.2,201.74,132.49,69.25
841,O00841,2023-06-13,C0723,P0745,S016,In-Store,1,16.81,0.2,13.45,9.63,3.8199999999999985
842,O00842,2024-04-03,C0240,P0655,S004,In-Store,1,25.85,0.05,24.56,15.47,9.089999999999998
843,O00843,2023-10-02,C0719,P0505,S037,In-Store,2,231.34,0.05,439.55,186.24,67.07
